Name,Rarity,Slot,Outfit,Level,Elegant,Fresh,Sweet,Sexy,Cool,Blings,Threads,Bubbles,Style
Breezy Cotton,4,Socks,Hometown Breeze,2,28,211,0,36,31,1620,21,36,Fresh
Breezy Cotton,4,Socks,Hometown Breeze,3,35,259,137,44,38,3240,43,72,Fresh
Breezy Cotton,4,Socks,Hometown Breeze,4,42,313,166,53,46,5290,70,120,Fresh
Breezy Cotton,4,Socks,Hometown Breeze,5,50,374,198,64,55,7720,102,177,Fresh
Blooming Path,4,Socks,Rebirth Wish,0,70,14,139,23,24,0,0,0,Sweet
Blooming Path,4,Socks,Rebirth Wish,1,88,18,174,29,30,540,7,12,Sweet
Blooming Path,4,Socks,Rebirth Wish,2,109,22,216,36,38,1620,21,36,Sweet
Blooming Path,4,Socks,Rebirth Wish,3,133,27,265,44,46,3240,43,72,Sweet
Blooming Path,4,Socks,Rebirth Wish,4,161,33,320,53,56,5290,70,120,Sweet
Blooming Path,4,Socks,Rebirth Wish,5,193,39,383,64,66,7720,102,177,Sweet
New Colors,4,Socks,Flowing Colors,0,23,138,67,23,19,0,0,0,Fresh
New Colors,4,Socks,Flowing Colors,1,29,173,84,29,24,540,7,12,Fresh
New Colors,4,Socks,Flowing Colors,2,36,214,104,36,30,1620,21,36,Fresh
New Colors,4,Socks,Flowing Colors,3,44,263,128,44,37,3240,43,72,Fresh
New Colors,4,Socks,Flowing Colors,4,53,318,155,53,44,5290,70,120,Fresh
New Colors,4,Socks,Flowing Colors,5,64,380,185,64,53,7720,102,177,Fresh
Shallow Reflections,4,Socks,Tidal Shark Mirage,0,19,70,19,18,144,0,0,0,Cool
Shallow Reflections,4,Socks,Tidal Shark Mirage,1,24,88,24,23,180,540,7,12,Cool
Shallow Reflections,4,Socks,Tidal Shark Mirage,2,30,109,30,28,224,1620,21,36,Cool
Shallow Reflections,4,Socks,Tidal Shark Mirage,3,37,133,37,35,274,3240,43,72,Cool
Shallow Reflections,4,Socks,Tidal Shark Mirage,4,44,161,44,42,332,5290,70,120,Cool
Shallow Reflections,4,Socks,Tidal Shark Mirage,5,53,193,53,50,396,7720,102,177,Cool
Soft Bibcoon Socks,4,Socks,Sweet Jazz Nights,0,66,18,139,24,23,0,0,0,Sweet
Soft Bibcoon Socks,4,Socks,Sweet Jazz Nights,1,83,23,174,30,29,540,7,12,Sweet
Soft Bibcoon Socks,4,Socks,Sweet Jazz Nights,2,103,28,216,38,36,1620,21,36,Sweet
Soft Bibcoon Socks,4,Socks,Sweet Jazz Nights,3,126,35,265,46,44,3240,43,72,Sweet
Soft Bibcoon Socks,4,Socks,Sweet Jazz Nights,4,152,42,320,56,53,5290,70,120,Sweet
Soft Bibcoon Socks,4,Socks,Sweet Jazz Nights,5,182,50,383,66,64,7720,102,177,Sweet
Volt Check,4,Socks,Fully Charged,0,16,56,18,19,111,0,0,0,Cool
Volt Check,4,Socks,Fully Charged,1,20,70,23,24,139,540,7,12,Cool
Volt Check,4,Socks,Fully Charged,2,25,87,28,30,173,1620,21,36,Cool
Volt Check,4,Socks,Fully Charged,3,31,107,35,37,211,3240,43,72,Cool
Volt Check,4,Socks,Fully Charged,4,37,129,42,44,256,5290,70,120,Cool
Volt Check,4,Socks,Fully Charged,5,44,154,50,53,306,7720,102,177,Cool
Dreamy Hope,3,Socks,,0,18,47,100,18,16,0,0,0,Sweet
Dreamy Hope,3,Socks,,1,23,59,125,23,20,180,2,6,Sweet
Dreamy Hope,3,Socks,,2,28,73,155,28,25,540,7,18,Sweet
Dreamy Hope,3,Socks,,3,35,90,190,35,31,1080,14,36,Sweet
Dreamy Hope,3,Socks,,4,42,109,230,42,37,1760,23,60,Sweet
Dreamy Hope,3,Socks,,5,50,130,275,50,44,2570,34,88,Sweet
Little Luck,4,Socks,Afternoon Shine,0,19,0,116,11,57,0,0,0,Sweet
Little Luck,4,Socks,Afternoon Shine,1,24,22,145,14,72,540,7,12,Sweet
Little Luck,4,Socks,Afternoon Shine,2,30,27,180,18,89,1620,21,36,Sweet
Little Luck,4,Socks,Afternoon Shine,3,37,33,221,21,109,3240,43,72,Sweet
Little Luck,4,Socks,Afternoon Shine,4,44,40,267,26,132,5290,70,120,Sweet
Little Luck,4,Socks,Afternoon Shine,5,53,47,319,31,157,7720,102,177,Sweet
Pawprint Love,4,Socks,Bye-Bye Dust,0,58,13,116,12,21,0,0,0,Sweet
Pawprint Love,4,Socks,Bye-Bye Dust,1,73,0,145,15,27,540,7,12,Sweet
Pawprint Love,4,Socks,Bye-Bye Dust,2,90,21,180,19,33,1620,21,36,Sweet
Pawprint Love,4,Socks,Bye-Bye Dust,3,0,25,221,23,40,3240,43,72,Sweet
Pawprint Love,4,Socks,Bye-Bye Dust,4,134,30,267,28,49,5290,70,120,Sweet
Pawprint Love,4,Socks,Bye-Bye Dust,5,160,36,319,33,58,7720,102,177,Sweet
Transparent Trajectory,4,Socks,Bubbly Voyage,0,18,56,113,14,18,0,0,0,Sweet
Transparent Trajectory,4,Socks,Bubbly Voyage,1,23,70,142,18,23,540,7,12,Sweet
Transparent Trajectory,4,Socks,Bubbly Voyage,2,28,87,176,22,28,1620,21,36,Sweet
Transparent Trajectory,4,Socks,Bubbly Voyage,3,35,107,215,27,35,3240,43,72,Sweet
Transparent Trajectory,4,Socks,Bubbly Voyage,4,42,129,260,33,42,5290,70,120,Sweet
Transparent Trajectory,4,Socks,Bubbly Voyage,5,50,154,311,39,50,7720,102,177,Sweet
Dot-Grip Sentiments,4,Socks,,0,0,8,31,62,8,0,0,0,Sexy
Dot-Grip Sentiments,4,Socks,,1,14,10,39,78,10,540,7,12,Sexy
Dot-Grip Sentiments,4,Socks,,2,18,13,49,97,13,1620,21,36,Sexy
Dot-Grip Sentiments,4,Socks,,3,21,16,59,118,16,3240,43,72,Sexy
Dot-Grip Sentiments,4,Socks,,4,26,19,72,143,19,5290,70,120,Sexy
Dot-Grip Sentiments,4,Socks,,5,31,22,86,171,22,7720,102,177,Sexy
Crybaby Vest,3,Top,,0,43,130,46,33,247,0,0,0,Cool
Crybaby Vest,3,Top,,1,54,163,58,42,309,450,6,20,Cool
Crybaby Vest,3,Top,,2,67,202,72,52,383,1350,18,60,Cool
Crybaby Vest,3,Top,,3,82,247,88,63,470,2700,36,120,Cool
Crybaby Vest,3,Top,,4,99,299,106,76,569,4410,59,200,Cool
Crybaby Vest,3,Top,,5,19,358,127,91,680,6440,86,296,Cool
Scalding Tears,3,Top,,0,32,317,40,53,58,0,0,0,Fresh
Scalding Tears,3,Top,,1,40,397,50,67,73,450,6,20,Fresh
Scalding Tears,3,Top,,2,50,492,62,83,90,1350,18,60,Fresh
Scalding Tears,3,Top,,3,61,603,76,101,0,2700,36,120,Fresh
Scalding Tears,3,Top,,4,74,730,92,122,134,4410,59,200,Fresh
Scalding Tears,3,Top,,5,88,872,110,146,160,6440,86,296,Fresh
Steaming Skewers,3,Top,,0,34,33,261,38,134,0,0,0,Sweet
Steaming Skewers,3,Top,,1,43,42,327,48,168,450,6,20,Sweet
Steaming Skewers,3,Top,,2,53,52,405,59,208,1350,18,60,Sweet
Steaming Skewers,3,Top,,3,65,63,496,73,255,2700,36,120,Sweet
Steaming Skewers,3,Top,,4,79,76,601,88,309,4410,59,200,Sweet
Steaming Skewers,3,Top,,5,94,91,718,105,369,6440,86,296,Sweet
Golden Handprint,3,Top,,0,34,132,27,41,266,0,0,0,Cool
Golden Handprint,3,Top,,1,43,165,34,52,333,450,6,20,Cool
Golden Handprint,3,Top,,2,53,205,42,64,413,1350,18,60,Cool
Golden Handprint,3,Top,,3,65,251,52,78,506,2700,36,120,Cool
Golden Handprint,3,Top,,4,79,304,63,95,612,4410,59,200,Cool
Golden Handprint,3,Top,,5,94,363,75,113,732,6440,86,296,Cool
Noir Creed 01,3,Top,,0,37,125,48,35,256,0,0,0,Cool
Noir Creed 01,3,Top,,1,47,157,60,44,320,450,6,20,Cool
Noir Creed 01,3,Top,,2,58,194,75,55,397,1350,18,60,Cool
Noir Creed 01,3,Top,,3,71,238,92,67,487,2700,36,120,Cool
Noir Creed 01,3,Top,,4,86,288,0,81,589,4410,59,200,Cool
Noir Creed 01,3,Top,,5,102,344,132,0,704,6440,86,296,Cool
Raging Rockling,5,Top,,0,63,62,227,57,442,0,0,0,Cool
Raging Rockling,5,Top,,1,79,78,284,72,553,0,0,0,Cool
Raging Rockling,5,Top,,2,98,0,352,89,686,0,0,0,Cool
Raging Rockling,5,Top,,3,120,118,432,109,840,0,0,0,Cool
Raging Rockling,5,Top,,4,145,143,523,132,1017,0,0,0,Cool
Raging Rockling,5,Top,,5,174,171,625,157,1216,0,0,0,Cool
Riverside Run,3,Top,,0,39,134,35,24,267,0,0,0,Cool
Riverside Run,3,Top,,1,49,168,44,30,334,450,6,20,Cool
Riverside Run,3,Top,,2,61,208,55,38,414,1350,18,60,Cool
Riverside Run,3,Top,,3,75,255,67,46,508,2700,36,120,Cool
Riverside Run,3,Top,,4,90,309,81,56,615,4410,59,200,Cool
Riverside Run,3,Top,,5,108,369,0,66,735,6440,86,296,Cool
Rebellious Dream,3,Top,,0,34,29,34,138,265,0,0,0,Cool
Rebellious Dream,3,Top,,1,43,37,43,173,332,450,6,20,Cool
Rebellious Dream,3,Top,,2,53,45,53,214,41,1350,18,60,Sexy
Rebellious Dream,3,Top,,3,65,56,65,263,504,2700,36,120,Cool
Rebellious Dream,3,Top,,4,79,67,79,318,610,4410,59,200,Cool
Rebellious Dream,3,Top,,5,94,80,94,380,729,6440,86,296,Cool
Well-Organized,3,Top,,0,41,132,25,255,47,0,0,0,Sexy
Well-Organized,3,Top,,1,52,165,32,319,59,450,6,20,Sexy
Well-Organized,3,Top,,2,64,205,39,396,73,1350,18,60,Sexy
Well-Organized,3,Top,,3,78,251,48,485,90,2700,36,120,Sexy
Well-Organized,3,Top,,4,95,304,58,587,109,4410,59,200,Sexy
Well-Organized,3,Top,,5,113,363,69,702,130,6440,86,296,Sexy
Distant Gaze,3,Top,,0,130,269,35,38,28,0,0,0,Fresh
Distant Gaze,3,Top,,1,163,337,44,48,35,450,6,20,Fresh
Distant Gaze,3,Top,,2,202,417,55,59,44,1350,18,60,Fresh
Distant Gaze,3,Top,,3,247,512,67,73,54,2700,36,120,Fresh
Distant Gaze,3,Top,,4,299,619,81,88,65,4410,59,200,Fresh
Distant Gaze,3,Top,,5,358,740,0,105,77,6440,86,296,Fresh
Mark of Life,3,Top,,0,45,32,39,132,251,0,0,0,Cool
Mark of Life,3,Top,,1,57,40,49,165,314,450,6,20,Cool
Mark of Life,3,Top,,2,70,50,61,205,390,1350,18,60,Cool
Mark of Life,3,Top,,3,86,61,75,251,477,2700,36,120,Cool
Mark of Life,3,Top,,4,104,74,90,304,578,4410,59,200,Cool
Mark of Life,3,Top,,5,124,88,108,363,691,6440,86,296,Cool
Fleeting Oath,3,Top,,0,24,41,125,48,262,0,0,0,Cool
Fleeting Oath,3,Top,,1,30,52,157,60,328,450,6,20,Cool
Fleeting Oath,3,Top,,2,38,64,194,75,407,1350,18,60,Cool
Fleeting Oath,3,Top,,3,46,78,238,92,498,2700,36,120,Cool
Fleeting Oath,3,Top,,4,56,95,288,0,603,4410,59,200,Cool
Fleeting Oath,3,Top,,5,66,113,344,132,721,6440,86,296,Cool
Cutie Dragon,3,Top,,0,30,260,130,32,48,0,0,0,Fresh
Cutie Dragon,3,Top,,1,38,325,163,40,60,450,6,20,Fresh
Cutie Dragon,3,Top,,2,47,403,202,50,75,1350,18,60,Fresh
Cutie Dragon,3,Top,,3,57,494,247,61,92,2700,36,120,Fresh
Cutie Dragon,3,Top,,4,69,598,299,74,0,4410,59,200,Fresh
Cutie Dragon,3,Top,,5,83,715,358,88,132,6440,86,296,Fresh
Academy Tribute,3,Top,,0,130,44,28,42,255,0,0,0,Cool
Academy Tribute,3,Top,,1,163,55,35,53,319,450,6,20,Cool
Academy Tribute,3,Top,,2,202,69,44,66,396,1350,18,60,Cool
Academy Tribute,3,Top,,3,247,84,54,80,485,2700,36,120,Cool
Academy Tribute,3,Top,,4,299,102,65,0,587,4410,59,200,Cool
Academy Tribute,3,Top,,5,358,121,77,116,702,6440,86,296,Cool
Ceremony Guest,4,Top,,0,337,47,58,61,172,0,0,0,Elegant
Ceremony Guest,4,Top,,1,422,59,73,77,215,1350,18,40,Elegant
Ceremony Guest,4,Top,,2,523,73,90,95,267,4050,54,120,Elegant
Ceremony Guest,4,Top,,3,641,90,0,116,327,8100,108,240,Elegant
Ceremony Guest,4,Top,,4,776,109,134,141,396,13230,176,400,Elegant
Ceremony Guest,4,Top,,5,927,130,160,168,473,19310,257,592,Elegant
Light Travel,3,Top,,0,35,250,42,46,127,0,0,0,Fresh
Light Travel,3,Top,,1,44,313,53,58,159,450,6,20,Fresh
Light Travel,3,Top,,2,55,388,66,72,197,1350,18,60,Fresh
Light Travel,3,Top,,3,67,475,80,88,242,2700,36,120,Fresh
Light Travel,3,Top,,4,81,575,0,106,293,4410,59,200,Fresh
Light Travel,3,Top,,5,0,688,116,127,350,6440,86,296,Fresh
Refreshing Greenery,3,Top,,0,31,248,130,48,43,0,0,0,Fresh
Refreshing Greenery,3,Top,,1,39,310,163,60,54,450,6,20,Fresh
Refreshing Greenery,3,Top,,2,49,385,202,75,67,1350,18,60,Fresh
Refreshing Greenery,3,Top,,3,59,472,247,92,82,2700,36,120,Fresh
Refreshing Greenery,3,Top,,4,72,0,299,0,99,4410,59,200,Sweet
Refreshing Greenery,3,Top,,5,86,682,358,132,119,6440,86,296,Fresh
Verdant Freedom,3,Top,,0,132,260,40,23,44,0,0,0,Fresh
Verdant Freedom,3,Top,,1,165,325,50,29,55,450,6,20,Fresh
Verdant Freedom,3,Top,,2,205,403,62,36,69,1350,18,60,Fresh
Verdant Freedom,3,Top,,3,251,494,76,44,84,2700,36,120,Fresh
Verdant Freedom,3,Top,,4,304,598,92,53,102,4410,59,200,Fresh
Verdant Freedom,3,Top,,5,363,715,110,64,121,6440,86,296,Fresh
Expedition Souvenir,3,Top,,0,45,263,35,30,127,0,0,0,Fresh
Expedition Souvenir,3,Top,,1,57,329,44,38,159,450,6,20,Fresh
Expedition Souvenir,3,Top,,2,70,408,55,47,197,1350,18,60,Fresh
Expedition Souvenir,3,Top,,3,86,500,67,57,242,2700,36,120,Fresh
Expedition Souvenir,3,Top,,4,104,605,81,69,293,4410,59,200,Fresh
Expedition Souvenir,3,Top,,5,124,724,0,83,350,6440,86,296,Fresh
Crimson Snowstorm,4,Top,,0,55,49,50,176,345,0,0,0,Cool
Crimson Snowstorm,4,Top,,1,69,62,63,220,432,1350,18,40,Cool
Crimson Snowstorm,4,Top,,2,86,76,78,273,535,4050,54,120,Cool
Crimson Snowstorm,4,Top,,3,105,94,95,335,656,8100,108,240,Cool
Crimson Snowstorm,4,Top,,4,127,113,0,405,794,13230,176,400,Cool
Crimson Snowstorm,4,Top,,5,152,135,138,484,949,19310,257,592,Cool
Hundred Daisies,3,Top,,0,30,128,44,258,40,0,0,0,Sexy
Hundred Daisies,3,Top,,1,38,160,55,323,50,450,6,20,Sexy
Hundred Daisies,3,Top,,2,47,199,69,400,62,1350,18,60,Sexy
Hundred Daisies,3,Top,,3,57,244,84,491,76,2700,36,120,Sexy
Hundred Daisies,3,Top,,4,69,295,102,594,92,4410,59,200,Sexy
Hundred Daisies,3,Top,,5,83,352,121,710,110,6440,86,296,Sexy
Classroom Hours,3,Top,A Beautiful Day,0,260,30,132,44,34,0,0,0,Elegant
Classroom Hours,3,Top,A Beautiful Day,1,325,38,165,55,43,450,6,20,Elegant
Classroom Hours,3,Top,A Beautiful Day,2,403,47,205,69,53,1350,18,60,Elegant
Classroom Hours,3,Top,A Beautiful Day,3,494,57,251,84,65,2700,36,120,Elegant
Classroom Hours,3,Top,A Beautiful Day,4,598,69,304,102,79,4410,59,200,Elegant
Classroom Hours,3,Top,A Beautiful Day,5,75,83,363,121,94,6440,86,296,Sweet
Clear Mind,3,Top,Refined Grace,0,41,49,32,36,342,0,0,0,Cool
Clear Mind,3,Top,Refined Grace,1,52,62,40,45,428,450,6,20,Cool
Clear Mind,3,Top,Refined Grace,2,64,76,50,56,531,1350,18,60,Cool
Clear Mind,3,Top,Refined Grace,3,78,94,61,69,650,2700,36,120,Cool
Clear Mind,3,Top,Refined Grace,4,95,113,74,83,787,4410,59,200,Cool
Clear Mind,3,Top,Refined Grace,5,113,135,88,99,941,6440,86,296,Cool
Striped Celebration,3,Top,Carnival Ode,0,32,47,29,131,262,0,0,0,Cool
Striped Celebration,3,Top,Carnival Ode,1,40,59,37,164,328,450,6,20,Cool
Striped Celebration,3,Top,Carnival Ode,2,50,73,45,204,407,1350,18,60,Cool
Striped Celebration,3,Top,Carnival Ode,3,61,90,56,249,498,2700,36,120,Cool
Striped Celebration,3,Top,Carnival Ode,4,74,109,67,302,603,4410,59,200,Cool
Striped Celebration,3,Top,Carnival Ode,5,88,130,80,361,721,6440,86,296,Cool
Majestic Stance,3,Top,Guard's Resolve,0,32,134,39,37,258,0,0,0,Cool
Majestic Stance,3,Top,Guard's Resolve,1,40,168,49,47,323,450,6,20,Cool
Majestic Stance,3,Top,Guard's Resolve,2,50,208,61,58,400,1350,18,60,Cool
Majestic Stance,3,Top,Guard's Resolve,3,61,255,75,71,491,2700,36,120,Cool
Majestic Stance,3,Top,Guard's Resolve,4,74,309,90,86,594,4410,59,200,Cool
Majestic Stance,3,Top,Guard's Resolve,5,88,369,108,102,710,6440,86,296,Cool
Sweet Pink,3,Top,,0,40,131,262,42,24,0,0,0,Sweet
Sweet Pink,3,Top,,1,50,164,328,53,30,450,6,20,Sweet
Sweet Pink,3,Top,,2,62,204,407,66,38,1350,18,60,Sweet
Sweet Pink,3,Top,,3,76,249,498,80,46,2700,36,120,Sweet
Sweet Pink,3,Top,,4,92,302,603,0,56,4410,59,200,Sweet
Sweet Pink,3,Top,,5,110,361,721,116,66,6440,86,296,Sweet
Floral Rhythm,3,Top,,0,33,266,38,137,27,0,0,0,Fresh
Floral Rhythm,3,Top,,1,42,333,48,172,34,450,6,20,Fresh
Floral Rhythm,3,Top,,2,52,413,59,213,42,1350,18,60,Fresh
Floral Rhythm,3,Top,,3,63,506,73,261,52,2700,36,120,Fresh
Floral Rhythm,3,Top,,4,76,612,88,316,63,4410,59,200,Fresh
Floral Rhythm,3,Top,,5,91,732,105,377,0,6440,86,296,Fresh
Sunny Floral Blouse,3,Top,,0,131,253,44,45,28,0,0,0,Fresh
Sunny Floral Blouse,3,Top,,1,164,317,55,57,35,450,6,20,Fresh
Sunny Floral Blouse,3,Top,,2,204,393,69,70,44,1350,18,60,Fresh
Sunny Floral Blouse,3,Top,,3,249,481,84,86,54,2700,36,120,Fresh
Sunny Floral Blouse,3,Top,,4,302,582,102,104,65,4410,59,200,Fresh
Sunny Floral Blouse,3,Top,,5,361,696,121,124,77,6440,86,296,Fresh
Quick Warm-up,3,Top,,0,32,46,255,42,125,0,0,0,Sweet
Quick Warm-up,3,Top,,1,40,58,319,53,157,450,6,20,Sweet
Quick Warm-up,3,Top,,2,50,72,396,66,194,1350,18,60,Sweet
Quick Warm-up,3,Top,,3,61,88,485,80,238,2700,36,120,Sweet
Quick Warm-up,3,Top,,4,74,106,587,0,288,4410,59,200,Sweet
Quick Warm-up,3,Top,,5,88,127,702,116,344,6440,86,296,Sweet
Orange Rebel,3,Top,,0,44,127,42,247,40,0,0,0,Sexy
Orange Rebel,3,Top,,1,55,159,53,309,50,450,6,20,Sexy
Orange Rebel,3,Top,,2,69,197,66,383,62,1350,18,60,Sexy
Orange Rebel,3,Top,,3,84,242,80,470,76,2700,36,120,Sexy
Orange Rebel,3,Top,,4,102,293,0,569,92,4410,59,200,Sexy
Orange Rebel,3,Top,,5,121,350,116,680,110,6440,86,296,Sexy
Wisteria's Longing,3,Top,,0,33,138,276,26,26,0,0,0,Sweet
Wisteria's Longing,3,Top,,1,42,173,345,33,33,450,6,20,Sweet
Wisteria's Longing,3,Top,,2,52,214,428,41,41,1350,18,60,Sweet
Wisteria's Longing,3,Top,,3,63,263,525,50,50,2700,36,120,Sweet
Wisteria's Longing,3,Top,,4,76,318,635,60,60,4410,59,200,Sweet
Wisteria's Longing,3,Top,,5,91,380,759,72,72,6440,86,296,Sweet
Dream Walker,2,Top,,0,0,77,20,28,159,0,0,0,Cool
Dream Walker,2,Top,,1,22,0,25,35,199,270,4,12,Cool
Dream Walker,2,Top,,2,27,120,31,44,247,810,11,36,Cool
Dream Walker,2,Top,,3,33,147,38,54,303,1620,22,72,Cool
Dream Walker,2,Top,,4,40,178,46,65,366,2650,36,120,Cool
Dream Walker,2,Top,,5,47,212,55,77,438,3870,52,177,Cool
Starting Mood,2,Top,,0,22,158,76,26,18,0,0,0,Fresh
Starting Mood,2,Top,,1,28,198,95,33,23,270,4,12,Fresh
Starting Mood,2,Top,,2,35,245,118,41,28,810,11,36,Fresh
Starting Mood,2,Top,,3,42,301,145,50,35,1620,22,72,Fresh
Starting Mood,2,Top,,4,51,364,175,60,42,2650,36,120,Fresh
Starting Mood,2,Top,,5,61,435,209,72,50,3870,52,177,Fresh
Ethereal Lace,2,Top,,0,19,14,160,79,27,0,0,0,Sweet
Ethereal Lace,2,Top,,1,24,18,200,99,34,270,4,12,Sweet
Ethereal Lace,2,Top,,2,30,22,248,123,42,810,11,36,Sweet
Ethereal Lace,2,Top,,3,37,27,304,151,52,1620,22,72,Sweet
Ethereal Lace,2,Top,,4,44,33,368,182,63,2650,36,120,Sweet
Ethereal Lace,2,Top,,5,53,39,440,218,75,3870,52,177,Sweet
Past Vines,2,Top,,0,83,26,158,18,15,0,0,0,Sweet
Past Vines,2,Top,,1,104,33,198,23,19,270,4,12,Sweet
Past Vines,2,Top,,2,129,41,245,28,24,810,11,36,Sweet
Past Vines,2,Top,,3,158,50,301,35,29,1620,22,72,Sweet
Past Vines,2,Top,,4,191,60,364,42,35,2650,36,120,Sweet
Past Vines,2,Top,,5,229,72,435,50,42,3870,52,177,Sweet
Summer Blackstar,2,Top,,0,0,77,23,154,29,0,0,0,Sexy
Summer Blackstar,2,Top,,1,22,0,29,193,37,270,4,12,Sexy
Summer Blackstar,2,Top,,2,27,120,36,239,45,810,11,36,Sexy
Summer Blackstar,2,Top,,3,33,147,44,293,56,1620,22,72,Sexy
Summer Blackstar,2,Top,,4,40,178,53,355,67,2650,36,120,Sexy
Summer Blackstar,2,Top,,5,47,212,64,424,80,3870,52,177,Sexy
Dreamland Marathon,3,Top,,0,29,133,270,38,30,0,0,0,Sweet
Dreamland Marathon,3,Top,,1,37,167,338,48,38,450,6,20,Sweet
Dreamland Marathon,3,Top,,2,45,207,419,59,47,1350,18,60,Sweet
Dreamland Marathon,3,Top,,3,56,253,513,73,57,2700,36,120,Sweet
Dreamland Marathon,3,Top,,4,67,306,621,88,69,4410,59,200,Sweet
Dreamland Marathon,3,Top,,5,80,366,743,105,83,6440,86,296,Sweet
Splashed Ink,4,Top,Flowing Colors,0,43,346,167,55,64,0,0,0,Fresh
Splashed Ink,4,Top,Flowing Colors,1,54,433,209,69,80,1350,18,40,Fresh
Splashed Ink,4,Top,Flowing Colors,2,67,537,259,86,100,4050,54,120,Fresh
Splashed Ink,4,Top,Flowing Colors,3,82,658,318,105,122,8100,108,240,Fresh
Splashed Ink,4,Top,Flowing Colors,4,99,796,385,127,148,13230,176,400,Fresh
Splashed Ink,4,Top,Flowing Colors,5,19,952,460,152,176,19310,257,592,Fresh
Set Sail,4,Top,Tidal Shark Mirage,0,35,176,56,55,354,0,0,0,Cool
Set Sail,4,Top,Tidal Shark Mirage,1,44,220,70,69,443,1350,18,40,Cool
Set Sail,4,Top,Tidal Shark Mirage,2,55,273,87,86,549,4050,54,120,Cool
Set Sail,4,Top,Tidal Shark Mirage,3,67,335,107,105,673,8100,108,240,Cool
Set Sail,4,Top,Tidal Shark Mirage,4,81,405,129,127,815,13230,176,400,Cool
Set Sail,4,Top,Tidal Shark Mirage,5,0,484,154,152,974,19310,257,592,Cool
Azure Waters,4,Top,Rippling Serenity,0,28,32,154,33,303,0,0,0,Cool
Azure Waters,4,Top,Rippling Serenity,1,35,40,193,42,379,1350,18,40,Cool
Azure Waters,4,Top,Rippling Serenity,2,44,50,239,52,470,4050,54,120,Cool
Azure Waters,4,Top,Rippling Serenity,3,54,61,293,63,576,8100,108,240,Cool
Azure Waters,4,Top,Rippling Serenity,4,65,74,355,76,697,13230,176,400,Cool
Azure Waters,4,Top,Rippling Serenity,5,77,88,424,91,834,19310,257,592,Cool
Siesta Tunes,4,Top,Afternoon Shine,0,48,30,285,46,141,0,0,0,Sweet
Siesta Tunes,4,Top,Afternoon Shine,1,60,38,357,58,0,1350,18,40,Sweet
Siesta Tunes,4,Top,Afternoon Shine,2,75,47,442,72,219,4050,54,120,Sweet
Siesta Tunes,4,Top,Afternoon Shine,3,92,57,542,88,268,8100,108,240,Sweet
Siesta Tunes,4,Top,Afternoon Shine,4,0,69,656,106,325,13230,176,400,Sweet
Siesta Tunes,4,Top,Afternoon Shine,5,132,83,784,127,388,19310,257,592,Sweet
Purity Guardian,4,Top,Bye-Bye Dust,0,140,28,298,44,40,0,0,0,Sweet
Purity Guardian,4,Top,Bye-Bye Dust,1,175,35,373,55,50,1350,18,40,Sweet
Purity Guardian,4,Top,Bye-Bye Dust,2,217,44,462,69,62,4050,54,120,Sweet
Purity Guardian,4,Top,Bye-Bye Dust,3,266,54,567,84,76,8100,108,240,Sweet
Purity Guardian,4,Top,Bye-Bye Dust,4,322,65,686,102,92,13230,176,400,Sweet
Purity Guardian,4,Top,Bye-Bye Dust,5,385,77,820,121,110,19310,257,592,Sweet
Mermaid's Glow,5,Base Makeup,,0,0,0,0,0,0,0,0,0,Elegant
Spring Breeze,5,Base Makeup,,0,0,0,0,0,0,0,0,0,Elegant
Dreamy Ripples,5,Base Makeup,,0,0,0,0,0,0,0,0,0,Elegant
Snowy Branches,5,Eyebrows,,0,0,0,0,0,0,0,0,0,Elegant
Warm Brown,5,Eyebrows,,0,0,0,0,0,0,0,0,0,Elegant
Nimbus Dreams,5,Eyebrows,,0,0,0,0,0,0,0,0,0,Elegant
Aromalily's Heart,5,Eyelashes,,0,0,0,0,0,0,0,0,0,Elegant
Feathery Sway,5,Eyelashes,,0,0,0,0,0,0,0,0,0,Elegant
Delicate Heartstrings,5,Eyelashes,,0,0,0,0,0,0,0,0,0,Elegant
Snowy Sky,5,Contact Lenses,,0,0,0,0,0,0,0,0,0,Elegant
Crystal Gaze,5,Contact Lenses,,0,0,0,0,0,0,0,0,0,Elegant
Dainty Yellow,5,Contact Lenses,,0,0,0,0,0,0,0,0,0,Elegant
Mermaid Icebloom,5,Lips,,0,0,0,0,0,0,0,0,0,Elegant
Rose in Blossom,5,Lips,,0,0,0,0,0,0,0,0,0,Elegant
Light Tangerine,5,Lips,,0,0,0,0,0,0,0,0,0,Elegant
First Light of Dawn,4,Earrings,Rebirth Wish: Blooming,0,53,19,101,15,15,0,0,0,Sweet
First Light of Dawn,4,Earrings,Rebirth Wish: Blooming,1,67,24,127,19,19,410,5,12,Sweet
First Light of Dawn,4,Earrings,Rebirth Wish: Blooming,2,83,30,157,24,24,1220,16,36,Sweet
First Light of Dawn,4,Earrings,Rebirth Wish: Blooming,3,101,37,192,29,29,2440,32,72,Sweet
First Light of Dawn,4,Earrings,Rebirth Wish: Blooming,4,122,44,233,35,35,3980,53,120,Sweet
First Light of Dawn,4,Earrings,Rebirth Wish: Blooming,5,146,53,278,42,42,5800,77,177,Sweet
Subtle Fragrance,4,Headwear,Rebirth Wish: Blooming,0,52,18,107,10,15,0,0,0,Sweet
